playerId,playerName,team,position,age,exp,bye,risk,points,vor,adp,auctionValue
2553435,David Johnson,ARI,RB,26,2,8,3.684352743,351.7757735,206.0677741,1.3667,67.05
2540175,LeVeon Bell,PIT,RB,25,4,9,3.959627286,335.8857093,190.1777098,2.2333,64.3
2508061,Antonio Brown,PIT,WR,29,7,9,3.195750448,314.3762167,133.0584229,4.2,61.2
2543496,Odell Beckham,NYG,WR,25,3,8,3.287364781,280.5220269,99.20423305,4.35,55.55
2495454,Julio Jones,ATL,WR,28,6,5,3.808880191,299.5281198,118.210326,4.7,58.6
79607,LeSean McCoy,BUF,RB,29,8,6,5.87862823,257.3890011,111.6810017,6.4333,52.2
2543583,Devonta Freeman,ATL,RB,25,3,5,3.129554827,259.9663023,114.2583028,7.525,45.3
2495450,A.J. Green,CIN,WR,29,6,6,3.237699845,259.7501382,78.43234433,7.775,50.35
2543468,Mike Evans,TB,WR,24,3,11,3.348148732,270.6746173,89.3568235,8.7667,52.2
2552469,Melvin Gordon,LAC,RB,24,2,8,3.988590068,240.1635373,94.45553782,10.1333,44.55
2552582,Jay Ajayi,MIA,RB,24,2,11,4.337429199,225.9785846,80.27058515,10.375,41.6
1032,Jordy Nelson,GB,WR,32,9,8,3.303268452,274.2100798,92.89228595,11.9667,45.9
2555224,Ezekiel Elliott,DAL,RB,22,1,6,5.713155017,194.4401101,48.73211064,12.175,49.85
2555418,Jordan Howard,CHI,RB,23,1,9,3.029062364,237.7578361,92.04983663,12.2,39.1
2495207,DeMarco Murray,TEN,RB,29,6,8,3.482354386,230.4344907,84.72649122,13.4,42.5
497240,Rob Gronkowski,NE,TE,28,7,9,4.514464217,227.6024876,65.20682476,15.2,34.45
2506363,Aaron Rodgers,GB,QB,34,12,8,3.456162993,324.4044506,79.73016242,15.725,33.4
2556370,Michael Thomas,NO,WR,23,1,5,3.369072753,264.8535555,83.53576164,16.6667,40.4
2543498,Brandin Cooks,NE,WR,24,3,9,3.515205053,230.8134976,49.49570379,17.225,33.35
2557973,Leonard Fournette,JAC,RB,21,0,8,4.158195602,201.8678891,56.15988965,17.425,32.05
2532865,T.Y. Hilton,IND,WR,28,5,11,3.263139848,233.7507923,52.43299847,17.625,36.35
2495663,Marshawn Lynch,OAK,RB,31,10,10,5.210341793,195.2456168,49.5376173,17.7,29
2504211,Tom Brady,NE,QB,40,17,9,3.089795182,305.6456765,60.9713884,18.4,28.05
